"News#","Title Content","Matched Words","Score","Polarity"
"944","WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET","","0","Neutral"
"945","GE GE CREDIT SUES PHOENIX FINANCIAL PHFC","sues","-1","Negative"
"946","DOLLARYEN INTERVENTION RESPONDS TO PRESSURE","","0","Neutral"
"947","WALL STREET STOCKSUS OIL COMPANIES","","0","Neutral"
"948","MULFORD SAYS GERMANY JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS","","0","Neutral"
"949","ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY","","0","Neutral"
"950","FARMERS COMMODITIES TO CLEAR FUTURES FOR COOPS","clear","1","Positive"
"951","FRANK B HALL FBH DEBT MAY BE CUT BY MOODYS","debt","-1","Negative"
"952","NORCEN SEES IMPROVEMENT IN 1987 EARNINGS","improvement","1","Positive"
"953","COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE","","0","Neutral"
"954","SIEMENS REBUTTS US CRITICISM ON CGCT OFFER","criticism","-1","Negative"
"955","MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED NICS EFFORTS TO STRENGTHEN CURRENCIES","disappointed","-1","Negative"
"956","FORD F NEARS GM GM IN EXECUTIVE BONUSES","bonuses","1","Positive"
"957","MULFORD SAYS GERMANY JAPAN SHOULD DO MORE","","0","Neutral"
"958","EC GRANTS EXPORT LICENCES 197000 TONNES  FREE MARKET MAIZE ZERO BARLEY  PARIS TRADERS","free","1","Positive"
"959","PIER 1 IMPORTS PIR DECLARES STOCK SPLIT","split","-1","Negative"
"960","RCM TECHNOLOGIES RCMT ORDER INCREASED","","0","Neutral"
"961","LANCER CORP LACR 4TH QTR NET","","0","Neutral"
"962","THERMO PROCESS TPSI WINS 15 MLN DLR CONTRACT","wins","1","Positive"
"963","MACNEALSCHWENDLER CORP MNS 4TH QTR JAN 31 NET","","0","Neutral"
"964","NICHOLS INSTITUTE LAB 1ST QTR FEB 28 NET","","0","Neutral"
"965","FIRST MEDICAL DEVICES CORP FMDC YEAR LOSS","loss","-1","Negative"
"966","FIRST MEDICAL FMDC GETS ORDER","","0","Neutral"
"967","HEALTHMATE HMTE EXPECTS QUALIFIED OPINION","qualified","1","Positive"
"968","BALLY BLY NAMES NEW CHIEF FINANCIAL OFFICER","","0","Neutral"
"969","BRAZIL ASKS 60DAY EXTENSION SHORTTERM CREDIT","","0","Neutral"
"970","HEALTHMATE INC HMTE 4TH QTR LOSS","loss","-1","Negative"
"971","USAIR U CLEARED TO BUY PIEDMONT PIE SHARES","cleared","1","Positive"
"972","FED SETS TWO BILLION DLR CUSTOMER REPURCHASE FED SAYS","","0","Neutral"
"973","HOUSE OF FABRICS INC HF 4TH QTR JAN 31 NET","","0","Neutral"
"974","GERMAN RETAILERS EXPECT GOOD 1987","good","1","Positive"
"975","GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS","limit","-1","Negative"
"976","FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","","0","Neutral"
"977","SIEMENS RAISES STAKE IN TELECOM PLUS OF US","","0","Neutral"
"978","FIRST INTERSTATE SEEKS ACQUISITION","","0","Neutral"
"979","ATLANTIC RESEARCH ATRC WINS MOTOR CONTRACT","wins","1","Positive"
"980","THOMAS AND BETTS TNB FILES PATENT SUIT","","0","Neutral"
"981","HOUSE OF FABRICS HF SEES RESULTS IMPROVING","improving","1","Positive"
"982","US SENATE HITS EC OILS TAX VOWS RETALIATION","","0","Neutral"
"983","CROP GENETICS INITIAL OFFERING UNDERWAY","","0","Neutral"
"984","KODAK EK BUYS STAKE IN BIOTECHNOLOGY COMPANY","","0","Neutral"
"985","AVERY AVY 1ST QTR FEB 28 NET","","0","Neutral"
"986","FORD F CREDIT UNIT SELLS NEW ZEALAND DLR FRNS","","0","Neutral"
"987","IONICS ION WINS 20YEAR DESALINATION CONTRACT","wins","1","Positive"
"988","FED SETS TWO BILLION DLR CUSTOMER REPURCHASE","","0","Neutral"
"989","SENATE SEEKS US PROBE OF CANADIAN CORN LEVY","","0","Neutral"
"990","RICOH REORGANIZES US UNITS","","0","Neutral"
"991","UNITED WATER UWR BASE TEN BASE SET VENTURE","","0","Neutral"
"992","KNIGHTRIDDER INC KRN SETS QUARTERLY","","0","Neutral"
"993","TECHNITROL INC TNL SETS QUARTERLY","","0","Neutral"
"994","NATIONWIDE CELLULAR SERVICE INC NCEL 4TH QTR","","0","Neutral"
"995","AHA AUTOMOTIVE TECHNOLOGIES CORP YEAR NET","","0","Neutral"
"996","BRAZIL SUGGESTS 60DAY SHORTTERM CREDIT EXTENSION","","0","Neutral"
"997","EMHART EMH WINS FOUR COMMUNICATIONS CONTRACTS","wins","1","Positive"
"998","FLUOR FLR AND UNITS DOWNGRADED BY SP","","0","Neutral"
"999","BRUNSWICK CORP BC SELLS NOTES AT 8199 PCT","","0","Neutral"
"1000","ROGERS ROG SEES 1ST QTR NET UP SIGNIFICANTLY","","0","Neutral"
